,序号,姓名,所属公司,现任基金,累计从业时间,现任基金最佳回报,现任基金资产总规模
2105,6,周博洋,金元顺安基金,"金元顺安优质精选混合C,金元顺安沣楹债券,金元顺安沣顺定开债,金元顺安沣泉债券,金元顺安丰利债券,金元顺安优质精选混合A,金元顺安丰祥债券",1147,36.68,69.76
2106,7,詹成,景顺长城基金,"景顺长城品质投资混合,景顺长城沪港深领先科技,景顺长城智能生活混合,景顺长城科技创新混合,景顺长城科创三年定开混合,景顺长城产业趋势混合",1906,118.02,143.76
2107,8,周琛,平安基金,"平安财富宝货币,平安惠鸿纯债债券,平安合盛定开债,平安5-10年期政策性金融债A,平安5-10年期政策性金融债C",1273,11.54,554.79
2108,9,章成,永赢基金,"永赢恒益债券,永赢润益债券A,永赢润益债券C,永赢聚益债券A,永赢聚益债券C,永赢盛益债券A,永赢盛益债券C,永赢伟益债券,永赢易弘债券,永赢中债-1-5年国开债指数A,永赢中债-1-5年国开债指数C",577,4.70,149.81
2109,10,周晨,国泰君安资产管理,"国君资管君得明混合,国君资管君得鑫两年持有期混合A,国君资管君得盈债券A,国君资管君得盛债券,国君资管君得诚混合,国君资管君得鑫两年持有期混合C,国君资管君得盈债券C",566,48.48,180.24
2110,11,朱晨歌,汇安基金,"汇安沪深300指数增强A,汇安沪深300指数增强C,汇安丰裕灵活配置混合A,汇安丰裕灵活配置混合C,汇安量化优选灵活配置A,汇安量化优选灵活配置C,汇安量化先锋混合A,汇安量化先锋混合C,汇安核心资产混合A,汇安核心资产混合C,汇安中证500增强A,汇安中证500增强C,汇安上证证券ETF,汇安富时中国A50ETF",1134,84.39,33.85
2111,12,朱晨杰,工银瑞信基金,"工银信用纯债两年定开债A,工银信用纯债两年定开债C",1028,3.58,6.82
2112,13,张超梁,方正富邦基金,"方正富邦中证500ETF联接A,方正富邦中证500ETF联接C,方正富邦大湾区综指(LOF),方正富邦中证500ETF,方正富邦沪深300ETF",461,39.34,3.46
2113,14,朱才敏,华安基金,"华安双债添利债券A,华安双债添利债券C,华安汇财通货币,华安新回报灵活配置混合,华安添颐混合,华安安禧混合A,华安安禧混合C,华安新泰利灵活配置混合A,华安新泰利灵活配置混合C,华安鼎信3个月定开债,华安科创主题混合",2310,45.92,196.12
2114,15,张昌平,西部利得基金,西部利得事件驱动股票,133,7.51,1.88
2115,16,周春泉,景顺长城基金,景顺长城量化港股通股票,70,7.01,0.52
2116,17,郑澄然,广发基金,"广发鑫享混合,广发高端制造股票A,广发高端制造股票C,广发兴诚混合A,广发兴诚混合C,广发诚享混合A,广发诚享混合C",302,82.52,362.56
2117,18,张城源,华夏基金,"华夏新锦绣混合A,华夏新锦绣混合C,华夏磐利一年定开混合A,华夏磐利一年定开混合C,华夏磐锐一年定开混合A,华夏磐锐一年定开混合C,华夏磐益一年定开混合,华夏磐泰混合(LOF),华夏战略配售(LOF)",1543,18.64,158.98
2118,19,朱丹,融通基金,融通动力先锋混合,3747,70.48,11.93
2119,20,张丁,上海光大证券资产管理,"光大阳光添利债券A,光大阳光稳债收益12个月持有债券A,光大阳光添利债券C,光大阳光稳债收益12个月持有债券C",478,8.02,106.00
2120,21,郑栋,恒生前海基金,"恒生沪港深新兴产业精选混合,恒生前海消费升级混合",424,24.84,2.94
2121,22,朱丹,国泰基金,国泰恒生港股通指数(LOF),132,9.16,0.10
2122,23,张玓,民生加银基金,"民生加银鑫安纯债A,民生加银鑫安纯债C,民生加银鑫元纯债A,民生加银鑫元纯债C,民生加银睿通3个月定开债,民生加银39个月定期纯债,民生加银中债1-5年政金债指数",24,0.36,180.05
2123,24,赵端端,泓德基金,"泓德裕荣纯债债券A,泓德裕荣纯债债券C,泓德裕泽一年定开债券A,泓德裕泽一年定开债券C,泓德裕祥债券A,泓德裕祥债券C,泓德裕鑫一年定开债券A,泓德裕鑫一年定开债券C,泓德裕瑞三年定开债券,泓德睿享一年持有期混合A,泓德睿享一年持有期混合C",905,28.52,90.67
2124,25,张丹华,嘉实基金,"嘉实全球互联网股票人民币,嘉实全球互联网股票美元现汇,嘉实全球互联网股票美元现钞,嘉实文体娱乐股票A,嘉实文体娱乐股票C,嘉实前沿科技沪港深股票,嘉实科技创新混合,嘉实前沿创新混合,嘉实创新先锋混合A,嘉实创新先锋混合C,嘉实创业板两年定期混合",2134,109.38,162.65
2125,26,邹德立,长城基金,"长城工资宝货币A,长城货币E,长城工资宝货币B,长城收益宝货币A,长城收益宝货币B,长城短债债券A,长城短债债券C,长城工资宝货币C,长城货币A,长城货币B",3438,37.84,876.66
2126,27,赵鼎龙,天弘基金,"天弘弘利债券,天弘华享三个月定开债,天弘安益债券A,天弘安益债券C,天弘恒享一年定开,天弘同利债券(LOF)E,天弘合益债券A,天弘合益债券C,天弘庆享债券A,天弘庆享债券C,天弘同利债券(LOF)C,天弘精选混合",489,45.25,79.00
2127,28,周大鹏,银华基金,"银华沪港深增长股票,银华中证央企结构调整ETF联接,银华MSCI中国A股联接A,银华MSCI中国A股联接C,银华中证央企结构调整ETF,银华MSCI中国A股ETF",3461,79.58,30.26
2128,29,周德生,凯石基金,"凯石湛混合A,凯石湛混合C",372,-1.54,0.16
2129,30,张东一,广发基金,"广发聚优灵活配置混合A,广发估值优势混合A,广发消费升级股票,广发品质回报混合A,广发品质回报混合C,广发价值核心混合A,广发价值核心混合C,广发估值优势混合C",1696,166.49,114.82
2130,31,张大铮,英大基金,"英大灵活配置混合型发起式A,英大灵活配置混合型发起式B,英大策略优选A,英大策略优选C,英大通盈纯债债券A,英大通盈纯债债券C,英大安惠纯债A,英大安惠纯债C,英大安鑫66个月定期开放债券,英大智享债券A,英大智享债券C,英大纯债债券A,英大纯债债券C",437,54.28,210.22
2131,32,周恩源,平安基金,"平安合意定开债发起式,平安0-3年政策性金融债A,平安0-3年政策性金融债C,平安增利六个月定开债A,平安增利六个月定开债C,平安增利六个月定开债E,平安增鑫六个月定开债A,平安增鑫六个月定开债C,平安增鑫六个月定开债E",1335,0.37,38.17
2132,33,赵菲,中融基金,"中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融智选对冲3个月定开混合,中融央视财经50ETF,中融国证钢铁行业指数,中融中证煤炭指数,中融中证银行指数(LOF),中融中证500ETF",2135,50.19,7.12
2133,34,张峰,农银汇理基金,"农银行业领先混合,农银汇理国企改革混合,农银汇理策略趋势混合,农银汇理智增一年定开混合,农银策略收益一年持有混合,农银策略精选混合",2009,229.54,191.35
2134,35,赵枫,睿远基金,"睿远均衡价值三年持有混合A,睿远均衡价值三年持有混合C",2299,68.46,137.29
2135,36,张峰,富国基金,"富国沪港深业绩驱动混合型A,富国民裕进取沪港深成长A,富国蓝筹精选股票(QDII)人民币,富国蓝筹精选股票(QDII)美元,富国中国中小盘混合(QDII)美元,富国全球健康生活主题混合(QDII)人民币,富国全球健康生活主题混合(QDII)美元,富国沪港深业绩驱动混合型C,富国民裕进取沪港深成长C,富国全球科技互联网(QDII),富国中国中小盘混合(QDII)人民币",3628,278.04,100.88
2136,37,周飞,华夏基金,"华夏理财30天债券A,华夏理财30天债券B,华夏现金宝货币A,华夏现金宝货币B,华夏收益宝货币A,华夏收益宝货币B,华夏货币A,华夏货币B,华夏保证金货币A,华夏保证金货币B",1610,14.79,642.87
2137,38,张帆,华夏基金,"华夏经济转型股票,华夏科技成长股票,华夏科技创新混合A,华夏科技创新混合C,华夏创新驱动混合A,华夏创新驱动混合C,华夏新兴成长股票A,华夏新兴成长股票C",1532,122.94,201.92
2138,39,张锋,东方红资产管理,"东方红鼎元3个月定开混合,东方红启程三年持有混合B,东方红启程三年持有混合A",178,16.31,22.76
2139,40,张放,华宝基金,"华宝MSCI中国A股国际通(LOF),华宝中证智能制造ETF",48,0.96,8.76
2140,41,赵凤飞,长城基金,长城改革红利混合,1106,36.16,3.66
2141,42,张富盛,上投摩根基金,"上投摩根转型动力灵活配置混合,上投摩根动力精选",1112,125.47,11.33
2142,43,曾刚,广发基金,"广发集嘉债券A,广发集嘉债券C",4382,-4.73,0.57
2143,44,曾国富,信达澳银基金,"信达澳银健康中国混合,信达澳银周期动力混合,信达澳银医药健康混合,信达澳银中小盘混合,信达澳银产业升级混合,信达澳银消费优选混合",4257,128.60,11.26
2144,45,赵国进,宝盈基金,宝盈科技30混合,127,-6.83,20.51
2145,46,占冠良,安信基金,安信禧悦稳健养老一年持有混合(FOF),2019,3.41,4.41
2146,47,章鸽武,招商基金,"招商和悦稳健养老(FOF)A,招商和悦稳健养老(FOF)C,招商和悦均衡养老三年(FOF)",692,21.95,8.05
2147,48,钟光正,安信基金,"安信新价值混合A,安信新价值混合C,安信恒利增强债券A,安信恒利增强债券C,安信永泰定开债发起式,安信尊享添益债券A,安信聚利增强债券A,安信聚利增强债券C,安信尊享添益债券C,安信聚利增强债券B,安信稳健回报6个月混合A,安信稳健回报6个月混合C",3522,25.57,111.23
2148,49,赵慧,鑫元基金,"鑫元货币A,鑫元货币B,鑫元安鑫宝货币A,鑫元安鑫宝货币B,鑫元汇利债券,鑫元双债增强债券A,鑫元双债增强债券C,鑫元得利债券,鑫元鑫趋势灵活配置混合A,鑫元鑫趋势灵活配置混合C,鑫元广利定开债发起式,鑫元价值精选混合A,鑫元价值精选混合C,鑫元常利定开债,鑫元增利定开债发起式,鑫元行业轮动混合A,鑫元行业轮动混合C,鑫元淳利定期开放债券,鑫元悦利定开债发起式,鑫元富利三个月定期开放债,鑫元中短债A,鑫元中短债C",1891,50.13,122.66
2149,50,张慧,华泰柏瑞基金,"华泰柏瑞创新升级混合A,华泰柏瑞创新动力混合,华泰柏瑞研究精选A,华泰柏瑞景气回报A,华泰柏瑞景气回报C,华泰柏瑞景气优选A,华泰柏瑞创新升级混合C,华泰柏瑞研究精选C,华泰柏瑞景气优选C",2740,345.06,99.27
2150,1,张弘,中信保诚基金,信诚周期轮动混合(LOF),902,46.31,9.72
2151,2,朱虹,建信基金,"建信双债增强债券A,建信双债增强债券C,建信鑫丰回报灵活配置混合A,建信鑫丰回报灵活配置混合C,建信恒远一年定开债,建信双息红利债券A,建信双息红利债券C",3145,16.07,177.87
2152,3,朱红,诺德基金,"诺德消费升级混合,诺德优势产业,诺德灵活配置混合",2543,185.59,3.40
2153,4,张惠,华富基金,"华富安鑫债券,华富恒利债券A,华富恒利债券C,华富永鑫灵活配置混合A,华富永鑫灵活配置混合C,华富安享债券,华富安福债券,华富益鑫灵活配置混合A,华富益鑫灵活配置混合C,华富弘鑫混合A,华富弘鑫混合C,华富星玉衡混合A,华富星玉衡混合C",2311,60.69,22.34
2154,5,章晖,南方基金,"南方新优享灵活配置混合A,南方创新经济,南方成安优选混合,南方新优享灵活配置混合C,南方ESG股票A,南方ESG股票C,南方阿尔法混合A,南方阿尔法混合C",2121,148.62,202.42
2155,6,章恒,万家基金,万家颐和灵活配置混合,753,32.82,0.71
2156,7,赵航,华夏基金,"华夏盛世混合,华夏鼎沛债券A,华夏鼎沛债券C",5347,32.47,40.21
2157,8,周户,中信建投基金,"中信建投稳利混合A,中信建投睿利A,中信建投睿利C,中信建投稳利混合C",1513,59.56,4.70
2158,9,曾鸿,华泰柏瑞基金,华泰柏瑞量化对冲,1296,15.17,4.87
2159,10,曾豪,华宝基金,"华宝研究精选混合,华宝竞争优势混合,华宝先进成长混合",1177,111.43,80.40
2160,11,张恒,平安基金,"平安合正定开债,平安惠安债券,平安季添盈定开债A,平安季添盈定开债C,平安季添盈定开债E,平安惠添纯债债券,平安惠合纯债,平安元丰中短债债券A,平安元丰中短债债券C,平安元丰中短债债券E,平安中债1-5年政策性金融债A,平安中债1-5年政策性金融债C,平安季季享3个月持有债券A,平安季季享3个月持有债券C,平安双季增享6个月持有债券A,平安双季增享6个月持有债券C,平安鑫瑞混合A,平安鑫瑞混合C",1165,17.83,132.35
2161,12,张航,鹏华基金,"鹏华品牌传承混合,鹏华动力增长混合(LOF),鹏华价值精选股票",960,179.71,29.25
2162,13,周华,光大保德信基金,"光大岁末红利纯债A,光大岁末红利纯债C,光大安和债券A,光大安和债券C,光大安诚债券A,光大安诚债券C,光大裕鑫混合A,光大裕鑫混合C,光大尊裕纯债一年定开债",951,18.70,80.07
2163,14,张航,国金基金,"国金民丰回报6个月定开混合,国金鑫意医药消费A,国金鑫意医药消费C,国金国鑫发起C,国金惠诚债券A,国金惠诚债券C,国金鑫悦经济新动能A,国金鑫悦经济新动能C,国金自主创新混合A,国金自主创新混合C,国金国鑫发起A",702,62.47,35.19
2164,15,张弘,华泰柏瑞基金,"华泰柏瑞生物医药混合A,华泰柏瑞医疗健康A,华泰柏瑞生物医药混合C,华泰柏瑞医疗健康C",499,64.95,23.66
2165,16,周桓,华夏基金,"华夏聚丰稳健混合发起式(FOF)A,华夏聚丰稳健混合发起式(FOF)C",287,31.85,0.34
2166,17,邹慧,兴业基金,兴业研究精选混合,113,7.56,4.80
2167,18,朱昊,长信基金,"长信利泰灵活配置混合C,长信利泰灵活配置混合E,长信利泰灵活配置混合A",77,-0.44,16.29
2168,19,周海栋,华商基金,"华商优势行业混合,华商乐享互联灵活配置混合,华商恒益稳健混合,华商甄选回报混合,华商新趋势优选灵活配置混合,华商盛世成长混合,华商策略精选混合",2509,229.49,127.83
2169,20,朱海东,财通基金,"中证财通可持续发展100指数A,中证财通可持续发展100指数C,财通量化价值优选混合,财通量化核心优选混合,财通丰颐12个月定开混合,财通智选消费股票A,财通智选消费股票C",611,54.44,7.58
2170,21,张华恩,鹏华基金,鹏华价值驱动混合,216,-2.91,15.17
2171,22,朱恒红,南方基金,南方策略优化混合,83,1.50,4.53
2172,23,张海静,华夏基金,"华夏稳定双利债券A,华夏恒慧一年定开债券,华夏鼎祥三个月定开债A,华夏鼎祥三个月定开债C,华夏鼎旺三个月定开债A,华夏鼎旺三个月定开债C,华夏鼎禄三个月定开债券A,华夏鼎禄三个月定开债券C,华夏中债1-3年政金债指数A,华夏中债1-3年政金债指数C,华夏鼎明债券A,华夏鼎明债券C,华夏恒泰64个月定开债券,华夏鼎航债券A,华夏鼎航债券C,华夏鼎佳债券A,华夏鼎佳债券C,华夏上清所1-3年高等级国企中票A,华夏上清所1-3年高等级国企中票C,华夏稳定双利债券C",742,41.43,270.98
2173,24,张海钧,兴银基金,兴银大健康,727,53.09,0.45
2174,25,祝鸿玲,东海基金,"东海祥瑞A,东海祥瑞C,东海祥利纯债,东海祥苏短债A,东海祥苏短债C,东海祥泰三年定开债发起式",1820,12.10,15.63
2175,26,郑慧莲,汇添富基金,"添富年年泰定开混合A,添富年年泰定开混合C,汇添富年年丰定开混合A,汇添富年年丰定开混合C,添富年年益定开混合A,添富年年益定开混合C,汇添富全球消费混合人民币A,汇添富全球消费混合人民币C,汇添富全球消费混合美元现汇,汇添富消费升级混合,汇添富内需增长股票A,汇添富内需增长股票C,汇添富品牌驱动六个月持有混合,汇添富互联网核心资产六个月持有混合A,汇添富互联网核心资产六个月持有混合C",1192,183.63,217.82
2176,27,庄皓亮,华宝基金,"华宝智慧产业混合,华宝第三产业混合,华宝中证500增强A,华宝中证500增强C",2,0.41,6.14
2177,28,章海默,山西证券,"山西证券裕盛一年定开混合,山西中证红利ETF",1896,29.97,0.85
2178,29,曾皓明,鹏华基金,"鹏华丰饶定开债,鹏华丰源债券,鹏华尊达一年定开发起式债券,鹏华尊裕一年定开债",385,2.33,38.20
2179,30,朱浩然,融通基金,"融通通源短融债券A,融通通瑞债券A/B,融通通瑞债券C,融通通源短融债券B,融通通祺债券,融通通玺债券,融通增辉定开债券发起式,融通通捷债券,融通增悦债券,融通稳健添盈灵活配置混合A,融通稳健添盈灵活配置混合C,融通通福债券(LOF)A,融通通福债券(LOF)C",1287,16.73,47.05
2180,31,张浩然,易方达基金,"易方达优选多资产三个月持有混合(FOF)A,易方达优选多资产三个月持有混合(FOF)C,易方达如意安泰(FOF)A,易方达如意安泰(FOF)C",343,22.50,4.79
2181,32,张弘弢,华夏基金,"华夏沪深300ETF联接A,华夏网购精选混合A,华夏鼎融债券A,华夏鼎融债券C,华夏睿磐泰盛混合,华夏睿磐泰兴混合,华夏睿磐泰茂混合A,华夏睿磐泰茂混合C,华夏睿磐泰荣混合A,华夏睿磐泰荣混合C,华夏睿磐泰利混合A,华夏睿磐泰利混合C,华夏沪深300ETF联接C,华夏网购精选混合C,华夏中证500指数增强A,华夏中证500指数增强C,华夏科创板50ETF联接A,华夏科创板50ETF联接C,华夏上证50ETF,华夏沪深300ETF,华夏医药ETF,华夏上证科创板50成份ETF",4269,196.02,1192.14
2182,33,藏海涛,易方达基金,"易方达恒久添利1年定开债A,易方达恒久添利1年定开债C,易方达富华纯债C,易方达富华纯债A,易方达恒茂39个月定开债券,易方达恒智63个月定开债发起式",383,2.86,173.53
2183,34,张蕙显,国联安基金,"国联安增鑫纯债A,国联安增鑫纯债C,国联安增盈纯债A,国联安增盈纯债C,国联安增顺纯债A,国联安增顺纯债C,国联安双佳信用债券(LOF)",226,1.55,18.85
2184,35,周寒颖,景顺长城基金,"景顺长城成长之星股票,景顺长城大中华混合(QDII)美元,景顺长城大中华混合(QDII)人民币",1749,169.60,9.75
2185,36,张汉毅,国联安基金,"国联安新科技混合,国联安新蓝筹红利一年定开混合,国联安主题驱动混合",1546,142.84,8.12
2186,37,张瀚宇,招商基金,"招商安益灵活配置混合,招商安弘灵活配置混合",383,33.74,1.30
2187,38,张贺章,创金合信基金,"创金合信信用红利债券A,创金合信信用红利债券C",190,2.23,3.14
2188,39,左剑,中海基金,中海积极增利混合,2136,75.40,0.99
2189,40,赵建,国投瑞银基金,"国投瑞银金融地产ETF,国投沪深300金融地产联接,国投瑞银中证消费服务指数,国投瑞银白银期货(LOF),国投瑞银深证100指数",2730,193.40,22.71
2190,41,章劲,华泰保兴,"华泰保兴货币A,华泰保兴货币B,华泰保兴尊利债券A,华泰保兴尊利债券C",1523,15.37,72.84
2191,42,周晶,银华基金,"银华沪港深增长股票,银华-道琼斯88指数A",2659,138.35,30.63
2192,43,周晶,华宝基金,"华宝标普油气上游股票美元A,华宝标普美国消费美元,华宝香港中小C,华宝香港大盘C,华宝沪港深中国增强(LOF)C,华宝标普油气上游股票人民币C,华宝致远混合(QDII)A,华宝致远混合(QDII)C,华宝标普美国消费人民币C,华宝富时100(QDII)A,华宝富时100(QDII)C,华宝标普油气上游股票人民币A,华宝标普美国消费人民币A,华宝港股通恒生香港35,华宝香港中小(QDII-LOF)A,华宝香港大盘A,华宝沪港深中国增强(LOF)A",2830,103.20,57.64
2193,44,张军,上投摩根基金,"上投摩根全球多元配置人民币,上投摩根全球多元配置美元现钞,上投摩根全球多元配置美元现汇,上投富时发达市场REITs,上投富时发达市场REITs美钞,上投富时发达市场REITs美汇,上投欧洲动力(QDII),上投摩根日本精选股票(QDII),上投摩根亚太优势混合,上投摩根全球天然资源混合",4758,60.20,55.76
2194,45,张靖,景顺长城基金,景顺长城策略精选灵活配置混合,3309,192.98,2.32
2195,46,周健,东吴基金,"东吴国企改革混合,东吴安鑫量化混合,东吴配置优化混合C,东吴沪深300指数A,东吴沪深300指数C,东吴多策略混合,东吴配置优化混合A,东吴中证新兴指数",3073,39.38,5.67
2196,47,张静,嘉实基金,"嘉实领航资产配置混合A,嘉实领航资产配置混合C",1238,28.21,2.26
2197,48,张竞,安信基金,"安信比较优势混合,安信核心竞争力混合A,安信核心竞争力混合C,安信平稳合盈一年持有混合A,安信平稳合盈一年持有混合C,安信灵活配置混合",1175,132.68,24.42
2198,49,张捷,长城基金,长城稳健成长灵活配置混合,1106,73.97,1.42
2199,50,赵杰,广发基金,"广发百发大数据价值混合A,广发百发大数据价值混合E,广发百发大数据精选混合A,广发百发大数据精选混合E,广发沪深300指数增强A,广发沪深300指数增强C,广发中证500指数增强A,广发中证500指数增强C",993,86.89,22.23
2200,1,詹佳,光大保德信基金,"光大鼎鑫混合A,光大鼎鑫混合C,光大先进服务业混合,光大永鑫混合A,光大永鑫混合C,光大裕鑫混合A,光大裕鑫混合C,光大行业轮动混合",1016,92.26,48.84
2201,2,赵健,华泰保兴,"华泰保兴策略精选A,华泰保兴策略精选C,华泰保兴吉年福定开混合,华泰保兴研究智选A,华泰保兴研究智选C",1010,111.32,8.13
2202,3,张锦,博时基金,"博时睿祥15个月定开混合A,博时睿祥15个月定开混合C,博时弘盈定期开放混合A,博时弘盈定期开放混合C,博时睿益事件驱动混合(LOF)",948,67.57,3.73
2203,4,詹杰,华宝基金,"华宝稳健回报混合,华宝大盘精选混合",932,166.92,7.93
2204,5,钟俊,新华基金,"新华恒益量化灵活配置混合,新华灵活主题混合",548,44.94,2.23
2205,6,张骏,国泰君安资产管理,"国君资管君得明混合,国君资管君得鑫两年持有期混合A,国君资管君得鑫两年持有期混合C",566,48.48,164.77
2206,7,赵剑,汇添富基金,汇添富环保行业股票,302,61.73,30.72
2207,8,朱佳,南方基金,"南方1-3年国开债A,南方1-3年国开债C,南方3-5年农发债A,南方3-5年农发债C,南方7-10年国开债A,南方7-10年国开债C,南方1-5年国开债A,南方1-5年国开债C,南方0-5年江苏城投债A,南方0-5年江苏城投债C,南方0-2年国开债A,南方0-2年国开债C",300,1.71,261.62
2208,9,邹建,大成基金,"大成科技消费股票A,大成科技消费股票C,大成创业板两年定开混合C,大成创业板两年定开混合A",51,-15.88,103.31
2209,10,镇嘉,泰信基金,"泰信债券增强收益A,泰信债券增强收益C",45,0.11,0.03
2210,11,章俊,中海基金,"中海添顺定期开放混合,中海添瑞定开混合",26,0.05,0.13
2211,12,章俊,前海开源基金,"前海开源沪港深创新成长混合A,前海开源沪港深创新成长混合C,前海开源祥和债券A,前海开源祥和债券C",6,-0.62,3.23
2212,13,左金保,长信基金,"长信量化先锋混合C,长信消费精选量化股票,长信量化多策略股票C,长信低碳环保行业量化股票,长信量化价值驱动混合A,长信量化价值驱动混合C,长信医疗保健混合(LOF),长信电子信息行业量化混合,长信量化多策略股票A,长信量化中小盘股票,长信量化先锋混合A",2197,157.97,29.59
2213,14,周锦程,浙商基金,"浙商惠丰定开债,浙商丰利增强债券,浙商兴永三个月定开债发起式,浙商惠睿纯债债券,浙商中短债债券A,浙商中短债债券C,浙商惠民纯债C,浙商智多兴稳健回报一年持有混合A,浙商智多兴稳健回报一年持有混合C,浙商智多宝稳健一年持有期A,浙商智多宝稳健一年持有期C,浙商智多益稳健一年持有期混合A,浙商智多益稳健一年持有期混合C,浙商惠民纯债A",1490,51.72,35.58
2214,15,张剑峰,工银瑞信基金,工银新材料新能源股票,1641,90.64,21.34
2215,16,曾健飞,前海开源基金,"前海开源可转债债券,前海开源鼎安债券A,前海开源鼎安债券C,前海开源鼎裕债券A,前海开源鼎裕债券C,前海开源裕和混合A,前海开源盈鑫A,前海开源盈鑫C,前海开源裕瑞混合A,前海开源泽鑫混合A,前海开源泽鑫混合C,前海开源裕瑞混合C,前海开源裕和混合C",587,22.77,22.20
2216,17,祝建辉,银河基金,"银河龙头股票,银河转型混合,银河成长混合,银河强化债券",1907,159.73,36.89
2217,18,张俊杰,大成基金,"大成景安短融债券A,大成景安短融债券B,大成安汇金融债E,大成恒丰宝货币A,大成恒丰宝货币B,大成恒丰宝货币E,大成景安短融债券E,大成慧成货币A,大成慧成货币B,大成慧成货币E,大成添益交易型货币A,大成添益交易型货币B,大成惠福债券,大成景优中短债A,大成景优中短债C,大成安汇金融债C,大成安汇金融债A,大成添益交易型货币E,大成现金宝货币A,大成现金宝货币B",2080,2.55,208.24
2218,19,张佳蕾,鹏华基金,"鹏华增值宝货币,鹏华添利交易型货币A,鹏华兴鑫宝货币,鹏华3个月中短债A,鹏华3个月中短债C,鹏华货币A,鹏华货币B,鹏华添利交易型货币B",881,6.06,1077.60
2219,20,朱建明,宝盈基金,"宝盈睿丰创新混合A/B,宝盈睿丰创新混合C,宝盈泛沿海增长混合,宝盈策略增长混合",1533,52.58,30.24
2220,21,周楷宁,天弘基金,"天弘创新成长混合发起式A,天弘创新成长混合发起式C,天弘精选混合",428,35.75,17.32
2221,22,张俊生,平安基金,"平安科技创新混合A,平安科技创新混合C,平安鼎泰混合(LOF),平安鼎越混合(LOF),平安科技创新3年封闭混合",1900,111.56,10.39
2222,23,张靖爽,海富通基金,"海富通新内需混合C,海富通聚合纯债,海富通裕昇三年定开债券,海富通裕通30个月定开债,海富通瑞弘6个月债券,海富通富泽混合A,海富通富泽混合C,海富通新内需混合A,海富通瑞福债券,海富通瑞祥一年定开债券",1700,21.86,133.74
2223,24,周建树,诺安基金,"诺安聚鑫宝货币A,诺安聚鑫宝货币B,诺安聚鑫宝货币C,诺安聚鑫宝货币D,诺安联创顺鑫A,诺安联创顺鑫C",1310,29.90,19.32
2224,25,张建胜,博道基金,博道盛利6个月持有期混合,84,-0.01,5.75
2225,26,张金涛,嘉实基金,"嘉实沪港深精选股票,嘉实沪港深回报混合,嘉实瑞成两年持有期混合A,嘉实瑞成两年持有期混合C,嘉实港股优势混合A,嘉实港股优势混合C,嘉实瑞享定期混合",1756,146.62,177.01
2226,27,章锦涛,申万菱信基金,"申万菱信安鑫优选混合A,申万菱信安鑫优选混合C",248,13.64,7.39
2227,28,周加文,汇安基金,"汇安资产轮动混合,汇安趋势动力股票A,汇安趋势动力股票C",1472,3.62,0.21
2228,29,张剑鑫,长江证券(上海),"长江新能源产业混合发起A,长江新能源产业混合发起C",1,--,--
2229,30,朱金钰,建信基金,"建信富时100指数(QDII)人民币C,建信富时100指数(QDII)美元现汇A,建信富时100指数(QDII)美元现汇C,建信易盛郑商所能源化工期货ETF联接A,建信易盛郑商所能源化工期货ETF联接C,建信上海金ETF联接A,建信上海金ETF联接C,建信易盛能源化工期货ETF,建信上海金ETF,建信富时100指数(QDII)人民币A",461,13.33,4.13
2230,31,赵建忠,中银基金,"中银上海金ETF联接A,中银上海金ETF联接C,中银中证100ETF联接A,中银中证100ETF联接C,中银中证100指数增强,中银沪深300等权重指数,中银上证国企100ETF,中银中证800ETF,中银中证100ETF,中银上海金ETF",2110,54.08,14.53
2231,32,张坤,易方达基金,"易方达蓝筹精选混合,易方达优质企业三年持有期混合,易方达中小盘混合,易方达亚洲精选股票",3093,658.15,1197.46
2232,33,张堃,诺安基金,"诺安优选回报混合,诺安先锋混合",2035,41.89,34.90
2233,34,张凯,银华基金,"银华大数据灵活配置定开混合,银华巨潮小盘价值ETF联接,银华深证100ETF,银华巨潮小盘价值ETF,银华沪深300指数(LOF),银华深证100指数(LOF),银华中证等权重90指数(LOF)",3046,111.35,55.11
2234,35,郑科,嘉实基金,"嘉实养老2030混合(FOF),嘉实养老2040混合(FOF),嘉实养老2050混合(FOF),嘉实民安添岁稳健养老一年持有期混合(FOF)",743,55.71,56.00
2235,36,朱坤,广发基金,"广发价值回报混合A,广发价值回报混合C",639,17.16,7.38
2236,37,张昆,汇安基金,"汇安嘉盈一年持有期债券A,汇安裕鑫12个月定开纯债债券,汇安盛鑫三年定开纯债债券,汇安恒鑫12个月定开纯债债券,汇安恒利39个月定开纯债债券,汇安嘉盈一年持有期债券C",176,1.29,99.87
2237,38,周珂,渤海汇金,"渤海汇金汇添金货币A,渤海汇金汇添金货币B,渤海汇金汇添益3个月定开",49,0.67,2.93
2238,39,郑可成,华安基金,"华安稳健回报混合,华安安享混合,华安新动力灵活配置混合,华安稳固收益债券A,华安添益一年持有混合A,华安添益一年持有混合C,华安稳固收益债券C,华安安心收益债券A,华安安心收益债券B",4200,117.23,50.81
2239,40,周克平,华夏基金,"华夏复兴混合,华夏科技创新混合A,华夏科技创新混合C,华夏核心科技6个月定开混合A,华夏核心科技6个月定开混合C,华夏先锋科技一年定开混合A,华夏先锋科技一年定开混合C,华夏创新未来18个月封闭混合",784,147.11,198.77
